Draw,Date,Winning Number 1,2,3,4,5,6,Additional Number,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize
4046,2025-01-24,9,10,18,35,43,49,42,49,3,3,4,2,2,1,0,1,2,2,6651088.00,29,72042.00,783,1835.00,2119,370.00,44856,50.00,56090,25.00,818208,10.00
4045,2025-01-20,3,5,6,16,32,49,4,6,4,2,3,3,3,1,0,1,1,0,0.00,3,142491.00,197,1492.00,429,374.00,9710,50.00,16771,25.00,177859,10.00
4044,2025-01-16,6,13,18,27,35,46,48,"13,35",3,3,3,3,1,2,1,1,1,0,0.00,3,94594.00,98,1991.00,208,512.00,5353,50.00,6515,25.00,105598,10.00
4043,2025-01-13,3,7,11,13,34,35,17,"13,34",4,2,5,1,2,2,0,2,0,2,3044352.00,7,91930.00,283,1564.00,918,263.00,15475,50.00,23902,25.00,274774,10.00
4042,2025-01-09,13,32,34,36,38,40,37,13,1,5,1,5,0,1,0,5,0,0,0.00,5,75163.00,204,1267.00,475,297.00,7173,50.00,10363,25.00,123580,10.00
4041,2025-01-06,6,10,13,27,41,49,4,,3,3,4,2,2,1,1,0,2,0,0.00,1,262514.00,102,1770.00,313,315.00,5442,50.00,9145,25.00,103053,10.00
4040,2025-01-03,9,11,24,29,39,46,31,"29,46",3,3,4,2,1,1,2,1,1,3,3879211.00,13,136132.00,693,1756.00,1957,340.00,39460,50.00,50998,25.00,708871,10.00
4039,2024-12-30,3,10,13,29,32,46,18,,3,3,3,3,2,1,1,1,1,0,0.00,2,203722.00,140,2001.00,366,418.00,7776,50.00,11163,25.00,150353,10.00
4038,2024-12-26,8,21,30,35,44,49,39,44,2,4,3,3,1,0,2,1,2,0,0.00,2,136439.00,97,1935.00,226,453.00,4502,50.00,6243,25.00,91633,10.00
4037,2024-12-23,34,40,42,44,45,46,19,,0,6,1,5,0,0,0,2,4,2,3017983.00,3,208513.00,304,1415.00,508,462.00,13213,50.00,14597,25.00,210002,10.00
4036,2024-12-19,3,9,10,20,23,32,42,,5,1,3,3,3,1,1,1,0,0,0.00,4,91910.00,264,958.00,426,324.00,12895,50.00,10363,25.00,192030,10.00
4035,2024-12-16,13,19,22,26,40,49,45,19,3,3,3,3,0,2,2,1,1,0,0.00,3,92518.00,83,2300.00,220,474.00,5260,50.00,6081,25.00,92909,10.00
4034,2024-12-12,17,18,19,31,32,33,8,,3,3,4,2,0,3,0,3,0,5,1203270.00,8,76564.00,271,1554.00,675,341.00,12641,50.00,19533,25.00,230724,10.00
4033,2024-12-09,1,4,8,10,16,46,23,8,5,1,1,5,4,1,0,0,1,0,0.00,8,48292.00,243,1094.00,550,264.00,12629,50.00,14923,25.00,192073,10.00
4032,2024-12-05,8,14,15,20,31,49,13,49,4,2,3,3,1,3,0,1,1,0,0.00,1,267756.00,80,2302.00,234,430.00,5389,50.00,8157,25.00,103638,10.00
4031,2024-12-02,10,11,12,21,41,49,44,,4,2,4,2,1,2,1,0,2,1,5917621.00,6,105859.00,291,1501.00,627,380.00,16236,50.00,17126,25.00,283170,10.00
4030,2024-11-28,1,2,4,15,18,24,35,,6,0,2,4,3,2,1,0,0,0,0.00,1,350328.00,261,923.00,320,411.00,10837,50.00,9475,25.00,172609,10.00
4029,2024-11-25,26,28,31,38,41,42,23,28,0,6,2,4,0,0,2,2,2,0,0.00,2,130168.00,82,2183.00,221,442.00,4628,50.00,6799,25.00,86865,10.00
4028,2024-11-21,4,7,11,14,21,28,36,14,5,1,3,3,2,2,2,0,0,13,91571.00,6,41770.00,426,405.00,325,290.00,12307,50.00,7502,25.00,153706,10.00
4027,2024-11-18,1,2,14,36,44,46,20,36,3,3,1,5,2,1,0,1,2,2,616395.00,3,86512.00,93,1919.00,239,408.00,4313,50.00,5872,25.00,82317,10.00
4026,2024-11-14,12,16,29,36,39,40,37,39,2,4,2,4,0,2,1,3,0,4,3272445.00,13,114990.00,574,1791.00,1204,466.00,29410,50.00,38930,25.00,548392,10.00
4025,2024-11-11,13,28,39,43,46,48,30,,1,5,3,3,0,1,1,1,3,0,0.00,3,215010.00,221,2007.00,579,418.00,11822,50.00,16383,25.00,224035,10.00
4024,2024-11-07,4,12,17,18,23,34,28,18,5,1,2,4,1,3,1,1,0,0,0.00,2,177222.00,192,1270.00,484,275.00,8326,50.00,12463,25.00,150033,10.00
4023,2024-11-04,14,18,25,28,29,44,36,18,2,4,2,4,0,2,3,0,1,0,0.00,4,65352.00,118,1524.00,230,427.00,5321,50.00,6530,25.00,98857,10.00
4022,2024-10-31,2,6,10,17,18,49,35,10,5,1,2,4,3,2,0,0,1,1,1210119.00,1,254762.00,139,1261.00,221,433.00,6624,50.00,6536,25.00,119267,10.00
4021,2024-10-28,10,16,33,37,45,47,6,"37,47",2,4,4,2,1,1,0,2,2,1,2917076.00,2,184389.00,118,2149.00,340,407.00,6485,50.00,9636,25.00,121925,10.00
4020,2024-10-24,20,24,28,37,46,47,36,46,2,4,2,4,0,1,2,1,2,0,0.00,3,81782.00,77,2191.00,197,468.00,4492,50.00,5355,25.00,85445,10.00
4019,2024-10-21,4,13,19,44,46,49,31,4,3,3,3,3,1,2,0,0,3,2,6607125.00,22,72422.00,564,1943.00,1685,355.00,32208,50.00,44182,25.00,588245,10.00
4018,2024-10-17,2,4,10,25,36,38,22,,3,3,1,5,3,0,1,2,0,0,0.00,4,144271.00,200,1984.00,618,351.00,12526,50.00,17627,25.00,232078,10.00
4017,2024-10-14,12,33,39,42,43,48,10,39,1,5,3,3,0,1,0,2,3,0,0.00,2,177580.00,112,2181.00,296,450.00,5892,50.00,9128,25.00,115417,10.00
4016,2024-10-10,1,17,24,25,27,39,30,,3,3,5,1,1,1,3,1,0,0,0.00,1,256432.00,66,2672.00,261,369.00,5071,50.00,7417,25.00,100359,10.00
4015,2024-10-07,16,22,23,31,41,49,8,,3,3,4,2,0,1,2,1,2,1,3073546.00,6,107844.00,122,2191.00,367,398.00,7208,50.00,11830,25.00,134324,10.00
4014,2024-10-03,2,9,15,17,40,48,28,40,4,2,3,3,2,2,0,1,1,0,0.00,0,0.00,85,2090.00,258,376.00,5287,50.00,7817,25.00,99419,10.00
4013,2024-09-30,4,33,34,38,40,43,15,"38,40",1,5,2,4,1,0,0,4,1,1,5848080.00,4,155019.00,301,1417.00,602,387.00,13228,50.00,16715,25.00,221212,10.00
4012,2024-09-26,17,23,26,31,38,40,14,,2,4,3,3,0,1,2,3,0,0,0.00,3,115761.00,121,1974.00,360,362.00,6642,50.00,9453,25.00,124557,10.00
4011,2024-09-23,9,20,22,32,37,47,1,"22,37",3,3,3,3,1,1,1,2,1,0,0.00,2,131911.00,116,1564.00,231,429.00,5579,50.00,6960,25.00,101894,10.00
4010,2024-09-19,7,13,17,22,31,37,1,,4,2,5,1,1,2,1,2,0,4,1456186.00,76,7844.00,587,699.00,1398,160.00,16552,50.00,21402,25.00,254884,10.00
4009,2024-09-16,2,8,15,19,33,38,21,,4,2,3,3,2,2,0,2,0,0,0.00,7,53450.00,178,1446.00,491,286.00,10777,50.00,12843,25.00,179769,10.00
4008,2024-09-12,5,6,14,36,45,49,12,,3,3,3,3,2,1,0,1,2,0,0.00,4,64002.00,104,1693.00,319,301.00,5025,50.00,8996,25.00,95443,10.00
4007,2024-09-09,1,4,10,16,18,29,6,1,5,1,2,4,3,2,1,0,0,1,5889771.00,14,43586.00,341,1231.00,1360,169.00,16346,50.00,28583,25.00,265044,10.00
4006,2024-09-05,1,13,27,38,40,43,2,13,2,4,4,2,1,1,1,2,1,0,0.00,4,89743.00,118,2092.00,210,642.00,6300,50.00,8466,25.00,123570,10.00
4005,2024-09-02,6,7,13,30,37,39,16,,3,3,4,2,2,1,1,2,0,0,0.00,6,45132.00,131,1422.00,341,298.00,6932,50.00,8437,25.00,121061,10.00
4004,2024-08-29,3,9,10,12,27,41,29,,4,2,4,2,3,1,1,0,1,1,1219985.00,6,86604.00,204,866.00,467,207.00,8681,50.00,11959,25.00,137003,10.00
4003,2024-08-26,6,8,18,34,35,37,33,8,3,3,2,4,2,1,0,3,0,1,1248227.00,0,0.00,81,2231.00,325,304.00,5673,50.00,8025,25.00,107754,10.00
4002,2024-08-22,2,5,8,43,45,48,41,2,3,3,3,3,3,0,0,0,3,3,988861.00,8,44629.00,187,1313.00,329,407.00,7933,50.00,8593,25.00,148025,10.00
4001,2024-08-19,2,3,16,26,29,41,12,,3,3,3,3,2,1,2,0,1,0,0.00,1,267513.00,109,1688.00,280,359.00,5464,50.00,9634,25.00,97498,10.00
4000,2024-08-15,15,24,35,36,42,46,48,,2,4,2,4,0,1,1,2,2,1,1233654.00,2,129859.00,97,1841.00,224,435.00,4980,50.00,6154,25.00,88926,10.00
3999,2024-08-12,2,8,27,33,34,43,11,,2,4,3,3,2,0,1,2,1,2,2990112.00,8,78831.00,239,1815.00,776,305.00,13092,50.00,21621,25.00,245277,10.00
3998,2024-08-08,23,26,32,36,41,49,31,,1,5,3,3,0,0,2,2,2,0,0.00,4,92693.00,143,1783.00,263,529.00,7167,50.00,8793,25.00,120664,10.00
3997,2024-08-05,1,12,15,30,42,43,22,42,3,3,3,3,1,2,1,0,2,0,0.00,2,128792.00,108,1640.00,266,364.00,5424,50.00,7473,25.00,99569,10.00
3996,2024-08-02,14,16,22,23,36,42,21,,4,2,1,5,0,2,2,1,1,4,1501809.00,10,126469.00,535,1626.00,1194,398.00,26481,50.00,35000,25.00,480532,10.00
3995,2024-07-29,19,24,29,30,31,46,28,,2,4,3,3,0,1,3,1,1,1,6102326.00,8,81338.00,248,1804.00,755,324.00,14969,50.00,21378,25.00,258354,10.00
3994,2024-07-25,14,21,34,35,43,49,33,,2,4,4,2,0,1,1,2,2,0,0.00,4,91277.00,110,2282.00,280,489.00,6714,50.00,9189,25.00,119635,10.00
3993,2024-07-22,4,9,12,15,37,47,44,12,4,2,4,2,2,2,0,1,1,0,0.00,4,67224.00,90,2055.00,434,233.00,6128,50.00,7548,25.00,114824,10.00
3992,2024-07-18,8,10,11,12,14,20,38,,6,0,1,5,2,4,0,0,0,2,2934077.00,9,66746.00,733,564.00,906,249.00,25949,50.00,19667,25.00,337545,10.00
3991,2024-07-15,4,6,17,32,37,41,10,"17,32",3,3,3,3,2,1,0,2,1,0,0.00,2,186640.00,123,2087.00,318,441.00,6913,50.00,10878,25.00,135842,10.00
3990,2024-07-11,15,17,22,32,34,40,6,"15,34",3,3,2,4,0,2,1,3,0,0,0.00,3,87137.00,95,1892.00,248,396.00,4782,50.00,7265,25.00,88213,10.00
3989,2024-07-08,15,18,29,34,38,44,35,"15,44",2,4,2,4,0,2,1,2,1,1,3008649.00,8,46656.00,149,1723.00,430,326.00,7342,50.00,9587,25.00,135171,10.00
3988,2024-07-04,4,9,12,15,31,44,33,,4,2,3,3,2,2,0,1,1,0,0.00,4,65038.00,135,1325.00,255,383.00,7749,50.00,7484,25.00,130561,10.00
3987,2024-07-01,11,19,21,26,28,33,39,11,3,3,4,2,0,2,3,1,0,1,1280103.00,3,89832.00,93,1993.00,262,386.00,6502,50.00,7119,25.00,116308,10.00
3986,2024-06-27,1,8,11,14,17,30,5,30,5,1,3,3,2,3,1,0,0,2,1470113.00,13,47615.00,241,1015.00,925,145.00,11534,50.00,20379,25.00,175340,10.00
3985,2024-06-24,20,23,28,30,34,49,25,30,2,4,2,4,0,1,3,1,1,0,0.00,0,0.00,87,2082.00,262,377.00,4809,50.00,7724,25.00,92890,10.00
3984,2024-06-20,3,12,14,16,17,30,27,"12,16,17,30",5,1,2,4,1,4,1,0,0,1,1195673.00,9,27969.00,129,1342.00,349,271.00,7703,50.00,8712,25.00,111517,10.00
3983,2024-06-17,8,10,12,16,17,30,19,"10,17,30",5,1,1,5,2,3,1,0,0,1,2885049.00,4,88458.00,290,839.00,565,235.00,12694,50.00,15079,25.00,187930,10.00
3982,2024-06-13,4,7,10,17,30,41,21,10,4,2,3,3,3,1,1,0,1,0,0.00,2,126775.00,145,1203.00,325,293.00,6763,50.00,8672,25.00,111597,10.00
3981,2024-06-10,1,10,13,23,31,34,43,10,4,2,4,2,2,1,1,2,0,2,622568.00,12,21845.00,191,944.00,371,265.00,7449,50.00,8003,25.00,117250,10.00
3980,2024-06-06,4,5,10,14,35,43,12,,4,2,3,3,3,1,0,1,1,1,1177640.00,5,49585.00,90,1894.00,308,302.00,5681,50.00,9155,25.00,103740,10.00
3979,2024-06-03,1,28,30,32,33,39,11,28,1,5,3,3,1,0,2,3,0,1,1250273.00,1,263216.00,76,2382.00,254,389.00,4932,50.00,6917,25.00,89899,10.00
3978,2024-05-30,6,9,11,17,28,45,21,28,4,2,4,2,2,2,1,0,1,1,1181255.00,2,124343.00,199,860.00,438,213.00,8076,50.00,9908,25.00,129784,10.00
3977,2024-05-27,14,23,28,34,41,48,17,,2,4,2,4,0,1,2,1,2,1,2959173.00,2,184221.00,117,2165.00,325,426.00,6891,50.00,9687,25.00,133015,10.00
3976,2024-05-23,3,4,22,27,39,43,6,39,3,3,4,2,2,0,2,1,1,0,0.00,3,84848.00,98,1786.00,278,344.00,5117,50.00,8140,25.00,94724,10.00
3975,2024-05-20,7,10,32,33,39,48,37,48,2,4,3,3,2,0,0,3,1,2,2939453.00,5,124518.00,233,1838.00,474,493.00,11868,50.00,15764,25.00,225682,10.00
3974,2024-05-16,2,12,15,28,35,48,24,2,3,3,2,4,1,2,1,1,1,0,0.00,4,90465.00,155,1606.00,425,320.00,8076,50.00,11413,25.00,148638,10.00
3973,2024-05-13,2,16,17,22,24,49,42,49,5,1,2,4,1,2,2,0,1,0,0.00,4,63305.00,87,2001.00,235,405.00,4989,50.00,6630,25.00,94721,10.00
3972,2024-05-09,9,15,20,26,43,49,36,9,3,3,4,2,1,2,1,0,2,1,13123509.00,12,127391.00,524,2006.00,1463,392.00,31981,50.00,42235,25.00,598997,10.00
3971,2024-05-06,1,5,9,31,33,37,36,"5,31,37",3,3,6,0,3,0,0,3,0,0,0.00,4,154348.00,249,1705.00,768,302.00,15323,50.00,19232,25.00,280832,10.00
3970,2024-05-02,4,5,31,37,43,46,7,31,2,4,4,2,2,0,0,2,2,0,0.00,1,356376.00,86,2849.00,316,423.00,6152,50.00,10050,25.00,121692,10.00
3969,2024-04-29,2,7,12,31,36,45,30,36,3,3,3,3,2,1,0,2,1,0,0.00,3,86796.00,88,2035.00,341,287.00,5947,50.00,8187,25.00,110617,10.00
3968,2024-04-25,5,9,11,18,28,36,35,11,4,2,3,3,2,2,1,1,0,2,2820879.00,6,96467.00,427,932.00,687,316.00,18595,50.00,18415,25.00,294740,10.00
3967,2024-04-22,6,8,11,16,33,37,23,37,4,2,3,3,2,2,0,2,0,0,0.00,5,121789.00,175,1423.00,566,240.00,9747,50.00,14023,25.00,165881,10.00
3966,2024-04-18,18,22,29,32,37,47,49,,2,4,3,3,0,1,2,2,1,0,0.00,0,0.00,60,2829.00,175,529.00,4313,50.00,5752,25.00,84283,10.00
3965,2024-04-15,5,10,28,36,41,42,19,28,2,4,2,4,2,0,1,1,2,2,1483404.00,6,61208.00,126,2004.00,436,316.00,7212,50.00,10721,25.00,134115,10.00
3964,2024-04-11,22,28,33,40,43,47,16,43,1,5,3,3,0,0,2,2,2,0,0.00,1,257348.00,83,2132.00,211,458.00,4234,50.00,5980,25.00,82372,10.00
3963,2024-04-08,12,23,24,34,43,46,42,43,3,3,2,4,0,1,2,1,2,1,3044451.00,3,127495.00,151,1742.00,466,308.00,7425,50.00,10209,25.00,135895,10.00
3962,2024-04-04,3,4,13,31,36,43,19,3,3,3,4,2,2,1,0,2,1,0,0.00,4,64614.00,130,1367.00,321,302.00,6248,50.00,8609,25.00,107850,10.00
3961,2024-04-01,3,12,18,19,27,41,15,,4,2,4,2,1,3,1,0,1,1,3082102.00,3,127982.00,201,1314.00,400,360.00,9057,50.00,12540,25.00,164972,10.00
3960,2024-03-28,6,8,13,17,26,37,18,,4,2,3,3,2,2,1,1,0,0,0.00,4,66230.00,140,1301.00,342,291.00,7552,50.00,10202,25.00,123531,10.00
3959,2024-03-25,4,23,25,27,28,32,21,,2,4,3,3,1,0,4,1,0,2,3084967.00,3,219494.00,302,1500.00,965,256.00,17074,50.00,23676,25.00,291822,10.00
3958,2024-03-21,6,8,18,19,33,44,15,6,4,2,2,4,2,2,0,1,1,0,0.00,1,372412.00,153,1674.00,467,300.00,9115,50.00,12316,25.00,163334,10.00
3957,2024-03-18,1,4,6,15,30,48,45,,4,2,2,4,3,1,1,0,1,0,0.00,2,134021.00,130,1418.00,250,403.00,6703,50.00,7172,25.00,120430,10.00
3956,2024-03-14,8,26,34,35,45,46,36,,1,5,2,4,1,0,1,2,2,3,4469698.00,15,101034.00,546,1909.00,1612,353.00,30677,50.00,42203,25.00,562557,10.00
3955,2024-03-11,5,9,30,37,40,49,33,5,2,4,4,2,2,0,1,2,1,0,0.00,7,95881.00,261,1768.00,676,373.00,14543,50.00,18745,25.00,266194,10.00
3954,2024-03-07,5,11,15,20,31,47,44,,4,2,5,1,1,3,0,1,1,0,0.00,1,361944.00,174,1431.00,362,375.00,9089,50.00,9224,25.00,163169,10.00
3953,2024-03-04,13,17,25,27,28,44,3,"28,44",2,4,4,2,0,2,3,0,1,0,0.00,6,45727.00,108,1747.00,365,282.00,5799,50.00,8889,25.00,105050,10.00
3952,2024-02-29,1,14,28,44,45,49,16,14,2,4,3,3,1,1,1,0,3,2,1531384.00,6,107466.00,128,2050.00,319,449.00,7173,50.00,9703,25.00,139189,10.00
3951,2024-02-26,2,8,14,27,39,42,10,,3,3,2,4,2,1,1,1,1,0,0.00,0,0.00,81,2235.00,269,367.00,5210,50.00,8419,25.00,100411,10.00
3950,2024-02-23,18,21,26,35,38,43,40,"21,35",2,4,3,3,0,1,2,2,1,4,3087960.00,24,108350.00,979,1827.00,2440,400.00,51357,50.00,68053,25.00,956000,10.00
3949,2024-02-19,1,10,21,29,35,42,27,35,3,3,4,2,2,0,2,1,1,1,1744053.00,1,367169.00,117,2158.00,288,479.00,7355,50.00,9901,25.00,139130,10.00
3948,2024-02-15,15,18,22,35,41,48,5,,3,3,3,3,0,2,1,1,2,1,3725231.00,8,56587.00,211,1476.00,548,310.00,9044,50.00,14488,25.00,160941,10.00
3947,2024-02-12,9,16,20,25,31,39,41,"16,31",3,3,4,2,1,2,1,2,0,0,0.00,2,165782.00,115,1983.00,299,416.00,6792,50.00,8277,25.00,130480,10.00
3946,2024-02-08,6,16,21,27,31,37,49,37,3,3,4,2,1,1,2,2,0,1,3311366.00,9,46924.00,177,1641.00,429,370.00,9673,50.00,10548,25.00,167959,10.00
3945,2024-02-05,14,17,20,25,28,37,13,,3,3,3,3,0,3,2,1,0,0,0.00,5,54964.00,252,750.00,304,339.00,5836,50.00,7839,25.00,103717,10.00
3944,2024-02-02,2,27,29,36,44,48,12,,1,5,2,4,1,0,2,1,2,1,5974351.00,13,96751.00,435,1988.00,1258,375.00,24123,50.00,36873,25.00,458328,10.00
3943,2024-01-29,20,22,24,28,40,49,27,49,3,3,1,5,0,1,3,1,1,2,1586297.00,6,67589.00,187,1491.00,422,361.00,9425,50.00,11487,25.00,157839,10.00
3942,2024-01-25,10,18,44,45,48,49,20,48,2,4,2,4,1,1,0,0,4,0,0.00,1,262384.00,92,1961.00,246,400.00,5624,50.00,6655,25.00,90433,10.00
3941,2024-01-22,1,3,8,13,40,48,6,,4,2,3,3,3,1,0,1,1,1,3081026.00,10,38504.00,196,1351.00,728,199.00,10494,50.00,17684,25.00,172323,10.00
3940,2024-01-18,5,28,30,37,38,41,43,"28,30",1,5,3,3,1,0,2,2,1,0,0.00,3,178761.00,83,2184.00,217,456.00,5107,50.00,6104,25.00,94677,10.00
3939,2024-01-15,24,25,26,28,30,35,4,,1,5,2,4,0,0,5,1,0,1,1295233.00,0,0.00,133,1410.00,202,507.00,6059,50.00,7618,25.00,102418,10.00
3938,2024-01-11,2,9,10,43,45,46,13,,3,3,3,3,3,0,0,0,3,2,1504496.00,5,74834.00,194,1326.00,370,380.00,8176,50.00,10728,25.00,147402,10.00
3937,2024-01-08,11,20,28,30,36,38,37,20,2,4,1,5,0,2,2,2,0,0,0.00,1,259307.00,101,1766.00,232,420.00,5222,50.00,6406,25.00,102582,10.00
3936,2024-01-05,7,12,17,20,31,35,22,,4,2,4,2,1,3,0,2,0,3,1965174.00,17,73010.00,608,1404.00,1598,292.00,30291,50.00,41419,25.00,525873,10.00
3935,2024-01-01,8,16,23,24,36,48,5,24,4,2,1,5,1,1,2,1,1,2,1719718.00,18,25370.00,213,1474.00,673,255.00,11069,50.00,17962,25.00,191385,10.00
3934,2023-12-28,13,17,18,24,37,41,15,41,4,2,4,2,0,3,1,1,1,0,0.00,2,133724.00,100,1839.00,244,412.00,5009,50.00,7196,25.00,93999,10.00
3933,2023-12-25,11,12,19,23,25,41,47,25,4,2,5,1,0,3,2,0,1,2,665967.00,2,140204.00,221,873.00,302,349.00,11885,50.00,7684,25.00,161486,10.00
3932,2023-12-21,7,8,24,25,29,40,18,24,3,3,3,3,2,0,3,1,0,0,0.00,12,1191969.00,616,1688.00,1674,339.00,33375,50.00,48169,25.00,611744,10.00
3931,2023-12-18,12,15,16,23,24,38,44,,5,1,2,4,0,3,2,1,0,0,0.00,4,148395.00,263,1552.00,549,406.00,14926,50.00,15990,25.00,266116,10.00
3930,2023-12-14,22,32,34,39,40,42,5,22,1,5,1,5,0,0,1,4,1,0,0.00,1,334334.00,85,2705.00,339,370.00,5846,50.00,8516,25.00,109920,10.00
3929,2023-12-11,9,12,21,22,44,47,31,44,4,2,3,3,1,1,2,0,2,0,0.00,2,126398.00,98,1774.00,285,333.00,5612,50.00,7814,25.00,108022,10.00
3928,2023-12-07,10,16,25,29,42,44,48,,2,4,2,4,1,1,2,0,2,1,2915532.00,4,214071.00,133,1814.00,322,409.00,6925,50.00,8045,25.00,126103,10.00
3927,2023-12-04,6,18,26,31,37,38,22,38,2,4,2,4,1,1,1,3,0,0,0.00,0,0.00,92,1965.00,235,420.00,5192,50.00,7055,25.00,96845,10.00
3926,2023-11-30,3,32,34,38,41,42,17,,1,5,2,4,1,0,0,3,2,1,1151815.00,0,0.00,104,1603.00,180,506.00,4423,50.00,6038,25.00,80505,10.00
3925,2023-11-27,16,19,20,26,33,40,23,,3,3,2,4,0,3,1,2,0,1,1198481.00,3,84104.00,83,2090.00,286,331.00,4819,50.00,8103,25.00,88047,10.00
3924,2023-11-23,2,24,30,37,43,45,35,,2,4,3,3,1,0,2,1,2,2,2672397.00,1,538238.00,217,1706.00,457,442.00,10025,50.00,13171,25.00,182902,10.00
3923,2023-11-20,12,13,18,22,25,28,47,"13,28",4,2,2,4,0,3,3,0,0,0,0.00,6,57728.00,249,957.00,346,376.00,10561,50.00,8392,25.00,162803,10.00
3922,2023-11-16,10,13,15,28,29,37,22,10,3,3,4,2,1,2,2,1,0,0,0.00,3,80205.00,114,1452.00,291,311.00,5287,50.00,7514,25.00,97413,10.00
3921,2023-11-13,6,10,16,24,27,43,31,,4,2,2,4,2,1,2,0,1,1,2919480.00,5,72495.00,168,1484.00,402,339.00,8524,50.00,11128,25.00,150675,10.00
3920,2023-11-09,2,3,11,17,35,40,45,11,4,2,4,2,2,2,0,2,0,0,0.00,1,509652.00,86,2016.00,203,466.00,5129,50.00,6065,25.00,102259,10.00
3919,2023-11-06,11,20,22,28,32,37,4,22,3,3,2,4,0,2,2,2,0,1,1223114.00,0,0.00,107,1655.00,275,352.00,5376,50.00,8011,25.00,101047,10.00
3918,2023-11-02,3,12,22,29,35,42,49,12,3,3,3,3,1,1,2,1,1,1,1166022.00,1,245479.00,121,1395.00,187,493.00,5408,50.00,5870,25.00,95303,10.00
3917,2023-10-30,12,24,26,32,34,38,28,34,2,4,0,6,0,1,2,3,0,1,5617423.00,8,73872.00,248,1639.00,755,294.00,11844,50.00,18351,25.00,214906,10.00
3916,2023-10-26,1,6,17,19,34,45,48,34,4,2,4,2,2,2,0,1,1,0,0.00,4,83456.00,101,2273.00,304,412.00,6592,50.00,8038,25.00,129939,10.00
3915,2023-10-23,2,3,13,15,34,37,8,,4,2,4,2,2,2,0,2,0,0,0.00,1,257824.00,74,2396.00,331,293.00,5022,50.00,9493,25.00,97541,10.00
3914,2023-10-19,1,7,16,20,35,41,6,,4,2,4,2,2,2,0,1,1,1,1163272.00,2,122450.00,116,1452.00,261,352.00,5047,50.00,8887,25.00,92792,10.00
3913,2023-10-16,21,27,30,38,40,44,6,44,1,5,2,4,0,0,3,2,1,1,3007219.00,3,124289.00,137,1872.00,336,417.00,6388,50.00,10405,25.00,124834,10.00
3912,2023-10-12,14,15,26,35,44,46,43,44,2,4,2,4,0,2,1,1,2,0,0.00,2,130117.00,80,2237.00,191,511.00,4451,50.00,5199,25.00,83768,10.00
3911,2023-10-09,1,5,9,25,44,49,43,9,3,3,5,1,3,0,1,0,2,3,1031021.00,8,48999.00,301,896.00,417,353.00,12061,50.00,10852,25.00,199583,10.00
3910,2023-10-05,4,7,9,38,41,42,16,,3,3,3,3,3,0,0,1,2,0,0.00,4,64795.00,116,1537.00,260,374.00,5485,50.00,7670,25.00,108040,10.00
3909,2023-10-02,2,10,12,13,45,48,11,13,4,2,2,4,2,2,0,0,2,1,13077918.00,25,62991.00,690,1570.00,1936,306.00,36337,50.00,53754,25.00,654305,10.00
3908,2023-09-28,3,13,23,28,37,38,9,"3,23,28",3,3,4,2,1,1,2,2,0,0,0.00,12,47930.00,283,1398.00,834,259.00,13994,50.00,23187,25.00,233390,10.00
3907,2023-09-25,3,14,19,23,28,43,25,28,4,2,4,2,1,2,2,0,1,0,0.00,1,603321.00,135,1878.00,405,342.00,8264,50.00,12089,25.00,151268,10.00
3906,2023-09-21,2,8,28,31,48,49,37,49,2,4,2,4,2,0,1,1,2,0,0.00,0,0.00,118,1367.00,221,399.00,6210,50.00,5887,25.00,104496,10.00
3905,2023-09-18,4,7,27,32,37,49,44,37,2,4,4,2,2,0,1,2,1,4,3244955.00,9,173815.00,647,1663.00,1441,408.00,34069,50.00,43569,25.00,603512,10.00
3904,2023-09-14,14,18,24,26,37,45,28,,3,3,2,4,0,2,2,1,1,0,0.00,4,231326.00,222,1781.00,544,397.00,10664,50.00,16775,25.00,202156,10.00
3903,2023-09-11,1,20,21,27,38,48,17,,3,3,3,3,1,1,2,1,1,0,0.00,0,0.00,101,2385.00,340,387.00,6206,50.00,9714,25.00,126062,10.00
3902,2023-09-07,17,19,24,26,31,46,37,,3,3,3,3,0,2,2,1,1,0,0.00,1,242958.00,87,1920.00,178,512.00,4659,50.00,5645,25.00,85861,10.00
3901,2023-09-04,1,4,12,33,45,48,35,48,3,3,3,3,2,1,0,1,2,1,2836385.00,3,117883.00,145,1677.00,292,455.00,6900,50.00,8561,25.00,138468,10.00
3900,2023-08-31,14,29,31,39,40,48,47,,1,5,3,3,0,1,1,3,1,0,0.00,2,121743.00,82,2042.00,169,541.00,3965,50.00,4992,25.00,77485,10.00
3899,2023-08-28,1,3,7,12,15,32,34,1,5,1,4,2,3,2,0,1,0,1,2854825.00,2,177731.00,235,1040.00,381,350.00,11610,50.00,9775,25.00,186631,10.00
3898,2023-08-24,1,13,26,34,37,41,9,"1,41",2,4,4,2,1,1,1,2,1,0,0.00,4,61389.00,68,2483.00,258,357.00,3938,50.00,6940,25.00,77611,10.00
3897,2023-08-21,1,18,21,28,31,41,11,,3,3,4,2,1,1,2,1,1,1,2932433.00,35,17639.00,194,1308.00,1591,87.00,8740,50.00,15113,25.00,148678,10.00
